"	5430421N21Rik",103.2664016,1.833677384,0.401938942,4.562079443,5.06E-06,0.000239619
"	Trat1",412.3763119,1.627521795,0.356856928,4.560712338,5.10E-06,0.00024032
"	Atp5h",10413.8505,-0.594305274,0.13055865,-4.552017623,5.31E-06,0.000249577
"	C1qc",96.96093303,2.578737593,0.566599866,4.551249921,5.33E-06,0.000249599
"	Gm13251",71.6259678,1.455457685,0.320505949,4.541125333,5.60E-06,0.000260963
"	Pld4",97.25059756,1.933581556,0.426585103,4.532698263,5.82E-06,0.000270638
"	Kif1b",392.5542292,1.031367105,0.228050593,4.522536397,6.11E-06,0.000282967
"	Pik3cb",66.93416703,1.827969829,0.405083492,4.512575468,6.40E-06,0.000295551
"	Klhl5",164.9951836,1.269156542,0.281513765,4.50832854,6.53E-06,0.000300474
"	Polr3k",10335.50232,-0.930233549,0.206530615,-4.504095181,6.67E-06,0.000305458
"	Lpl",14.58636085,3.257135951,0.724677864,4.494598375,6.97E-06,0.000318303
"	Chst2",147.5230817,1.548858395,0.344696435,4.493398363,7.01E-06,0.000318995
"	Mrpl13",3521.490993,-0.6929904,0.154808151,-4.476446469,7.59E-06,0.0003442
"	Sar1b",6374.350571,-0.915009517,0.204454275,-4.47537484,7.63E-06,0.000344742
"	Maf",784.5419597,1.26532671,0.282933611,4.472168247,7.74E-06,0.000347565
"	Txk",1167.531316,0.746379369,0.166882315,4.472489297,7.73E-06,0.000347565
"	Dubr",377.26926,-0.883037203,0.197713993,-4.466235246,7.96E-06,0.000356124
"	Sept11",6117.617095,-1.062520586,0.23825698,-4.459557003,8.21E-06,0.000366157
"	Iigp1",150.9411782,1.488594374,0.334221547,4.45391504,8.43E-06,0.000374648
"	Rcbtb2",1517.771965,-0.759486876,0.170912832,-4.443708928,8.84E-06,0.000391554
