,X174_11,X174_12,X174_13,X174_14,X174_15,X174_16,X174_17,X174_18,X174_19,X174_20,X174_21,X174_22,X174_23,X174_24,X174_25,X174_26,X174_27,X174_28,X174_29,X174_30
4933440N22Rik,0.779114492,0.469051893,1.321225299,0.804500466,0.628099348,0.456376515,0.79935793,1.071299583,0.954255423,0.155549735,0.686997121,0.701248554,0.503135149,2.377404246,0.676463342,0.617268193,1.009051785,0.636338872,0.376900725,0.831663482
5031425E22Rik,7.086198932,6.81013468,8.360313954,7.32827755,6.164410632,7.334127008,8.127537485,7.236459267,15.6596104,13.5634798,12.19101597,11.96280027,10.63561372,12.09147461,13.693276,13.51179153,11.39904138,11.24880213,12.42251782,12.40227518
5031425F14Rik,0.125082485,0.100404886,0.22095349,0.143508957,0.24009011,0.217092455,0.047530539,0.491403347,0.314257199,0.624316053,0.588232294,0.375271811,1.346259022,0.136313924,0.844685455,1.387385506,0.332302841,0.908094718,1.075721045,0.479298732
5031434O11Rik,0.374888603,1.534725683,0.158934377,0.516138187,0.518098702,0.536789997,0.341892615,1.030960168,1.483445275,0.748462817,1.12391842,1.7245995,1.590909243,3.350115731,0.650991349,0.534622656,2.390292407,1.088671559,0.423160102,2.031651302
5031439G07Rik,0.43997343,1.05951242,0.932635756,1.892954722,1.520115982,3.837167382,1.805620375,2.59274209,3.399071532,0.966244707,1.319043146,1.936008739,2.597716542,4.315316757,0.764010681,1.045731815,1.490301668,1.357531853,0.851357825,4.479722715
5033417F24Rik,0.089520605,0.32336564,0.284642589,0.539218547,0.4123937,0.058264296,0.918465856,0.263770294,2.951963998,1.697909773,1.499789282,0.537158494,2.725350014,2.341412714,1.122708052,2.269580571,2.318810076,0.893635385,1.443535426,0.882078536
5033430I15Rik,3.581810127,3.943066485,3.904744591,5.019415447,2.121465829,5.328488073,1.749940452,4.724044619,7.134872833,11.3395414,10.73828957,11.1555041,11.32924836,7.249225213,13.22938905,11.18886974,9.48170162,14.76645687,12.2115466,6.638418143
5330406M23Rik,0.148755158,0.268666116,1.024804455,0.320004299,0.77092755,4.066313124,1.187046052,1.826264439,0.560598621,0.668224728,0.524669306,0.520676843,0.960628369,3.809637163,0.287013617,0.353562261,0.666888712,0.742470808,0.539708162,3.175765144
5330413P13Rik,0,0,0,0,0,0,0,0,1.106436878,0,0.064720266,0,0,0,0,0,0,0,0,0.060268399
5330417C22Rik,0.340375049,0.102458344,0.180377904,0,0.098000151,0,0.097005246,0.083575569,1.763763733,0.764501306,0.600262686,0.17019857,0.706521807,1.205548808,0.328366007,0.741588569,0.847747555,0.772222386,0.548860722,0.628844451
5330437M03Rik,0.108695282,0,0.038401223,0,0,0,0,0,0.40962899,0,0,0,0,0,0,0,0.072191864,0,0.029212174,0
5330439K02Rik,0.130204187,0.391935468,0.759002588,0.280097177,0.374881475,0.08474312,0.371075649,0.255762321,0.306679652,0.259951869,0.631453355,0.71616951,0.720711642,1.348007402,0.565246575,0.154735095,0.064858033,0.945278108,0.157467398,0.374193288
5430400D12Rik,0.024466137,0.176752783,0.025931105,0.0631583,0.112707915,0.063694934,0.306800162,0.312385145,0.345761524,0,0.258881063,0.073403175,0.157996978,0.106652027,0.236029278,0.058151279,0.146246498,0.088811674,0.118356222,0.361610395
5430402O13Rik,0.540246444,0.75890657,1.240622447,0.929748924,0.207395669,0.175809127,1.129095945,0.707476911,1.526979384,0.808949057,1.984880246,1.620844525,0.664532139,1.86439525,0.781778371,0.784704184,1.076442244,2.696492819,2.540874129,3.031290239
5430403G16Rik,10.39709282,10.73037099,14.16811281,11.63724438,10.17343802,9.514399477,12.74364936,10.59548848,6.77591749,11.86156149,10.68428864,20.48282044,15.14484771,29.22120493,14.17811856,7.617948064,9.579309642,17.30990832,18.02605755,16.43248494
5430405H02Rik,1.593889378,0.934968063,1.299482513,1.248434305,0.988420819,0.731485562,1.32780997,1.184124052,1.809720179,1.917473735,2.108157576,2.309246019,2.582673322,2.73912849,1.892497355,2.007510728,1.526840451,2.688909821,1.911155405,2.298725631
5430416N02Rik,2.061887318,3.475702281,2.73168461,2.750048778,4.274314288,7.582158704,4.701023462,4.657730761,2.913910362,1.132050011,1.72719816,1.134111628,2.853261143,5.168166341,1.392398163,0.898463074,2.156865414,2.61961594,1.662414688,4.655867567
5430416O09Rik,0,0.092466538,0,0,0,0,0,0,1.302349359,0,0,0,0.070846815,0,0,0,0.076507465,0.13938295,0.123833865,0
5430427O19Rik,22.50230122,19.2019785,14.34876369,19.69675684,21.91746248,18.57941374,14.96765651,15.08150899,27.31830096,39.78901144,51.35095142,28.24201673,28.63348852,20.45053014,40.63918986,43.2916426,52.30175188,28.74099496,34.17803802,28.77170642
5530601H04Rik,31.61446884,24.88158216,37.95766929,30.46259469,28.53975107,13.87822501,31.53489856,20.13425801,26.76047154,28.35383167,29.32848735,29.39348412,25.74777462,29.428778,40.82425411,26.74306241,33.62848807,34.29351583,28.94113736,21.76774966
5730405O15Rik,0.322647182,0.478138938,0.473491999,0.213564123,0.343000529,0.306914651,0.311225164,0.975048307,0.72488017,0.545061117,0.89726766,0.794259995,0.457930801,0.540951388,0.71830064,0.432593332,0.494519407,0.495509364,0.240126566,0.529859676
5730409E04Rik,0.1892513,0,0.200583169,0,0.054488882,0.030793452,0,0.046468697,0.401181956,0,0.20859434,0.56779075,0.654719801,1.804640273,0.091287087,0.149937922,0.141406364,0.386425744,0.267024654,0.699285275
5730422E09Rik,0.974710368,2.053824075,2.45354945,1.153246262,2.666049569,1.030880789,2.361195875,1.435980235,2.869760205,1.337877286,1.826367432,1.58400715,0.33720359,2.124463634,1.645561466,0.772232725,2.791786835,2.1007959,0.982335952,2.200955577
5730455P16Rik,6.025650453,6.335088854,5.420694569,6.500203728,5.957880135,6.733986362,7.639807509,6.957428206,2.713914434,3.726419906,3.447111638,4.027159468,4.799640128,4.420515116,4.537018297,3.656135999,3.689686259,4.721369621,3.554804922,5.406311801
5730507C01Rik,0,0,0.151284694,0.491295898,0.082193675,0,0.081359239,0.210286916,0.134480519,0.213731548,0.188792296,0.713735941,0.065840742,0.077777342,0.137701874,0.22617364,0,0.323835194,0.40279295,0.351611951
5730508B09Rik,22.33607003,18.21223962,9.279780183,9.190085339,20.16699028,19.05385263,8.992284436,7.827237265,19.43498498,23.75811955,34.0602671,10.43682657,11.35326407,13.52971813,23.58775254,18.74849497,26.35713425,16.50618592,18.35833443,21.21169867
5730559C18Rik,0.066436407,0,0.140828888,0.285837968,0,0,0.227208665,0.130502176,0.938895808,0,0,0,0.245161046,0.072401883,0,0,0.066187345,0,0.053564935,0.109103613
5830405F06Rik,0.037358237,0,0.079190299,0,0,0.097258118,0.212938345,0,0.175985295,0,0.362353694,0.373606618,0,0.284989024,0.360401715,0.266379929,0.446618224,0.101707339,0.060240811,0.33742873
5830411N06Rik,0.058052304,0.087373369,0.030764162,0.112394679,0.050142935,0.009445805,0,0.071270711,0.888777047,0.478091925,1.023771636,0.478962595,0.535555889,1.217850327,0.924067895,0.505923397,1.402490817,0.711210063,0.210623302,2.347624837
5830416I19Rik,1.403975651,0.845238336,0,0,0.089828902,1.421427121,0,0,1.543214755,0.622895301,1.444308608,0.234011129,0.287827574,0,1.203947441,0.432571325,0.388531196,0,0.125774183,0.064045713
5830418P13Rik,1.024879284,0.176288621,1.551780501,0.629924429,1.348943258,1.429372523,2.169779106,0.862794847,2.069121224,0.146154662,0.129100614,0.585683316,1.080562763,1.595579305,0,0.347991427,0.291724894,1.062941402,0.236090825,0.601101313
5830432E09Rik,11.78170684,17.23149712,15.66186716,36.54259596,10.80893932,9.834228579,12.89975206,27.91543748,55.81423211,44.18700721,47.48288536,60.44341323,56.80178901,50.63304995,44.88617477,42.08336445,38.46199079,53.51965795,48.6762007,56.02241273
5830444B04Rik,0.092675254,0.027896737,0.049112202,0.059809314,0.026682887,0.030158746,0,0,0.305598933,0.069384593,0.286012797,0.046340635,0.021374164,0.126245969,0.022351376,0.036711862,0,0,0.037360117,0.171217954
5830444F18Rik,0.884413596,1.357735586,1.546660413,1.445948358,1.14587423,2.878093574,2.772589663,2.475608057,0.58327512,0.706290547,0.584884763,1.149812297,0.65272573,4.04807379,0.490595691,0.227725355,0.859070579,0.842731778,0.730892854,2.814039015
5830454E08Rik,0.682750834,0.616556823,0.832176974,0.910621099,0.511098511,0.488803627,0.466993661,0.603512634,3.023292025,4.055245969,3.160641051,3.618814277,2.771406627,2.046155582,2.568782421,3.191441342,2.176612092,2.199557165,2.504655938,1.653816241
5830462I19Rik,0,0,0,0,0,0,0,0,1.135988123,0,0,0.06029093,0,0.065700324,0,0.047763529,0.060061008,0.054710219,0,0.099004922
5830468F06Rik,17.23737797,8.639602813,20.36744045,9.438877095,13.4878362,4.294319974,14.19709086,6.885341125,25.56470691,15.39588015,64.43358189,30.60039375,8.065218164,53.56916764,38.43018931,11.1736135,63.84321626,31.73477596,7.846597328,63.11663378
5830473C10Rik,5.398172516,1.999921755,1.613728442,1.667454376,4.463434892,1.351303517,0.946740376,0.815670997,1.564888504,1.519892369,0.244098878,0.276847327,0.893851819,0,0.534124647,0.986954833,0.137895779,0.753664509,1.339176559,0
5930420M18Rik,0.458910329,0.653022441,0.221085758,0.358987163,0.240233834,0.733125638,0.523148914,0.942420232,0.393056651,0.208229928,0.036786526,0.125165486,0.115462708,0.681977626,0.201235977,0.099158288,0.124688162,0.151439721,0.100909218,0.308305061
5930430L01Rik,0.036194127,0,0,0,0.166735131,0.023556871,0,0,0.409203512,0,0.031914771,0.108589428,0.100171619,0.118332238,0.453922731,0,0,0.032846021,0.145909157,0.534950512
6030408B16Rik,0.102714505,0.123674847,0.108864778,0.206230233,0.315449271,0.311973749,0.078061701,0,0.7096647,0.034178147,0.12076029,0.102721171,0,0.298499926,0.066060368,0.108503345,0.10232944,0.279638969,0.082814468,0.196793866
6030442K20Rik,0.268303335,0.064610882,0.227494905,0.023087124,0.27809783,0.087312329,0.183516373,0.10540657,0.101112783,0.026783299,0,0.080496225,0.07425619,0,0.155302267,0.085027357,0.213837997,0.048696834,0.043264382,0.154215174
6030443J06Rik,0.259905455,0,0.118057675,0.063898568,0.085521709,0.072496678,0.338613944,0.218801464,0.489739792,0.296514092,0.229175944,0.482712887,0.171266607,0.323706233,0.214916164,0.176498582,0.258931099,0.067389466,0.688524869,0.579260551
6030458C11Rik,7.460620416,8.871242779,6.102762396,4.51514161,8.146538724,10.71887063,7.852092604,6.567397,4.943648746,3.538354852,3.917088979,4.396169538,3.855467139,7.017217805,4.673827915,2.673357353,4.024734473,3.624034083,4.018446752,6.278528247
6030460B20Rik,0.151833968,1.18831589,0.402313463,0.261301985,0.174863015,1.976416328,0.346175584,0.671062659,0.357625891,0,0.334705296,0.455531468,0.420218852,0.49640245,0,0.180439999,0.3781619,0.1377887,0.612087325,0.49869146
6030468B19Rik,0,0,0,0,0,0,0,0,0.499661881,0,0,0,0,0,0,0,0,0,0.077744194,0.079176541
6230400D17Rik,0.600791305,0.994662953,0.71636074,0.064621558,1.297340364,0.830925464,0.770501798,0.442554253,1.06131649,1.349410711,2.052811062,0.675934086,1.38563544,0.900264358,1.014290041,0.773480946,0.748173758,0.954127357,0.787139024,1.17162937
6330403K07Rik,0.028786366,0.381266923,1.891621072,2.848580192,0.364677143,0.73068626,2.034585867,2.685913739,2.60362284,6.120747138,1.776799864,8.175858466,14.20777124,7.717305011,2.388282871,8.073516109,2.982558685,6.374136006,11.69746662,4.136451002
6330403L08Rik,0,0,0.354267395,0,0,0,0,0,1.889499669,0.111222412,0.098244432,0.445699854,0.102787345,0.242844364,0.107486714,0.088272805,0.222000079,0.101111133,0.089831521,0
6330408A02Rik,0.307690028,0.518669921,0.717450128,0.529525877,0.425229795,0.841089492,0.210456415,1.813202416,0.579780252,0.430010889,0.271310783,0.676961996,0.738026753,0.201190927,0.237467337,0.195018595,0.490458453,0.446763892,0.347308888,0.404237316
6330418K02Rik,0.336066504,0.438366079,0.593648799,0.674754493,0.2257725,0.838457994,0.638515544,0.357576486,0.923489641,1.285996572,0.518581371,0.95225023,0.723414733,0.793525798,0.810523688,1.020644337,0.753314916,0.584543021,0.474173979,1.011811605
6330562C20Rik,0.712655727,0.500548518,0.440607808,0.35771763,0.683955039,0.695745705,0.338505737,0.291642059,1.119047525,0.711406414,0.576029669,0.890877477,0.657453611,0.453043907,1.031267932,0.79987122,0.354992031,0.538943446,1.14916983,0.828992216
6430511E19Rik,0.125979377,0.394386836,0.213636303,0.260168354,0.290173984,0.901927516,0.430842172,0.643404979,0.403550951,0.226365354,0.26660257,0.403160171,0.255686308,0.32949924,0.218762277,0.119771453,0.527129798,0.091460612,0.101571975,0.662037252
6430531B16Rik,0.106116165,0.127770664,0.168705181,0,0.061105538,0.034532741,0,0.208445805,0.649852665,0.05296507,0.140354532,0.212246105,0.048948218,0,0.204744393,0.084072539,0.211436695,0.385199929,0.171114173,0.130700065
6430548M08Rik,0.125986968,0,0.133530736,0.036136671,0.048365245,0.109331135,0,0.123739183,2.809200397,0.335376289,0.037030366,0.335987054,0.193713421,0.137299623,0.081027948,0.199631117,0.292867534,0.114332655,0.270874921,0.310348662
6430550D23Rik,0.091219622,0.054917136,0.048340806,0.137363102,0.078791352,0.089055147,0.051994304,0,0.171885114,0.227649276,0.120651621,0.205257471,0.105192219,0.223673486,0.242003383,0,0.136316475,0.103476789,0.128706582,0.112352444
6430571L13Rik,0.025764063,0,0,0.022169614,0,0,0,0,0.315556923,0,0.02271789,0,0.023768386,0.056154954,0,0.040824133,0,0.023380781,0,0
6430573P05Rik,0.069971678,0.926754237,0.074161397,0.481677153,0.161168923,0,0,0.687232843,1.911790453,1.117584239,0.802082933,0.419857317,1.871999044,1.448837273,0.675029517,1.55221879,0.487965535,0.952485142,1.128305551,1.09163861
6430590A07Rik,0.958621614,0,0.812817077,0.494928244,0.441607284,0.124783369,0.437124052,1.129822138,1.264431347,0.76555289,1.352448802,1.725630898,2.476227736,2.925155568,0.739839779,0.607588884,0.955027851,0.347978065,0.463738238,0.472282077
6530401F13Rik,0,0,0.08733639,0.141812133,0.142350796,0.294972688,0.187874186,0.08093218,0.077635369,0.1645158,0.036329821,0.041203851,0.152038982,0,0,0.032642412,0.041046719,0.037389899,0.099656429,0.033830828
6530402F18Rik,6.565168749,10.64118995,9.902158763,7.713378981,8.869546296,12.24357691,10.36269085,15.62408929,6.661170935,6.805723586,5.90027228,6.691856293,7.570790738,7.292259911,8.647715095,8.202174757,8.678815595,5.384992083,6.51473814,9.537474167
6720427I07Rik,0.573005479,0.804924543,1.518288836,0.862860512,0.659914687,3.014593497,2.503991531,1.64144823,3.868975513,1.382335695,2.736809187,2.196663564,1.541810178,3.434513152,1.704432186,0.794455249,2.093143604,1.690000358,0.80848369,4.469772066
6720464F23Rik,2.077615875,3.458070172,4.40403606,1.524853452,4.081721336,7.795103837,7.523286298,4.741273918,1.842282886,1.097986094,1.40091995,2.749964188,1.634818981,6.725915885,0.884256114,1.113491202,0.060877269,1.441797763,1.675095975,3.411915353
6720475M21Rik,0,0,0,0.060058894,0.080382698,0.113567238,0,0,0.493190637,0.06967413,0,0.034900508,0.032195035,0.114095506,0.03366697,0,0,0,0,0.028655406
6720489N17Rik,33.94241794,38.13856887,24.78430921,23.10948381,37.53998676,36.52682638,17.93319759,23.73248744,6.943214849,8.134729202,6.748148838,5.740113353,6.471840323,3.783964587,9.502164357,12.91242213,9.036204545,10.22466409,10.34094619,10.41509635
6820402A03Rik,0.25091554,0.830825581,0.332424626,0.323863937,1.011403901,0.653231391,0.715097178,0,0.413700085,0.125237838,0.221248938,0,0.405089461,0.205084361,0,0.447283311,0.437456052,0,0.708059973,0.257537556
6820408C15Rik,0,0,0,0,0,0.023888745,0,0,0.380387754,0,0,0.07341284,0.067721906,0,0.017704527,0,0,0.033308763,0.014796476,0.015069084
7330423F06Rik,0.070147752,0.54900553,0.260218049,0.150902883,0.363542584,0.913110312,0.559769578,0.447825408,0.132179393,0.14004956,0.061853943,0.350761523,0.258856505,0.76446477,0.135345626,0.222303532,0.279539103,0.222805785,0.113114477,0.604792021
8030442B05Rik,0,0.475879302,0.977416376,0.340087744,0,0.085744338,0.300367851,0,1.241211975,0,0.464664593,0.263502135,1.09384,0.717859876,0.508377617,0.417502002,0.262497258,0.956446327,0.743529896,0.216351021
8030462N17Rik,9.110038083,10.81236876,9.655523118,8.398992381,9.292720223,8.809169919,12.16559909,5.879787105,5.272427415,4.936779677,5.737805082,6.898047943,9.244814754,7.658780664,5.398723465,3.815017131,3.241387711,6.14143921,4.616887254,7.800959263
8030474K03Rik,0.448467126,0.539983164,0,0,0.413189827,0.525390981,0,0.088093168,0.676037205,0.089536189,0.395443323,0,0.082745797,0,1.297933203,0.426367875,1.161643271,0,0.072316109,0.147296898
8430429K09Rik,2.052502556,2.92068002,2.175400992,3.211181023,3.653162264,1.88235796,3.297009628,2.840562419,3.515936466,2.421432518,1.563033409,2.425842275,2.840274412,4.77862118,1.530066905,2.069625054,0.650620714,4.233267296,2.707933323,4.826191747
8430432A02Rik,0,0,0.026752898,0.065159876,0,0,0.028774827,0,0.142687679,0.100789017,0.089028457,0.075729425,0.186290429,0,0.097403752,0.079992234,0.100587504,0.206159044,0.203511831,0.08290452
9030407P20Rik,0.035212695,0.127195024,0.087082655,0.121200112,0.027035663,0.053475585,0.026761195,0.0461126,0.088468363,0.093735908,0.031049377,0.023476653,0.032485129,0.038374522,0.033970328,0.111591693,0.093548497,0.042607167,0.075708115,0.096378686
9030617O03Rik,2.706477333,3.384109572,6.619693968,10.21126787,2.517557283,3.997261432,5.933330583,10.32604557,6.47284166,8.313023913,4.681174778,6.142020256,14.30878145,8.735051933,5.523243755,12.9480186,6.844532688,7.746215234,18.04446234,14.10321049
9030624J02Rik,48.99619677,52.53968564,52.45850892,72.84225224,43.50522993,39.5164822,53.012239,53.75463995,52.50459881,59.73777649,43.42307247,66.20526485,81.89080664,77.85171097,56.52858989,62.52391236,54.77434959,68.44943311,66.4424624,68.99739809
9130008F23Rik,0.036345132,0.175047476,0.077042766,0.187646849,0,0.09462061,0.124298247,0.071393368,0.13697025,0.036281418,0,0.436169896,0.033529848,0.118825932,0.105188433,0.345541423,0,0.197898347,0.205125067,0.059686931
9130011E15Rik,1.540924029,1.686701179,2.301313877,1.446483753,1.290647218,1.73229415,1.596930583,3.714787059,2.903562808,2.237414878,0.926410439,2.241489515,0.969248509,1.221299697,1.824411434,2.497144515,1.535147281,2.542513102,1.920047196,1.610347397
9130019O22Rik,0.042071712,0.329270748,0.133772566,0.162909523,0.242264183,0.410734272,0.191843759,0.578495307,0.673843604,0.37798163,0.166938434,0.210372214,0.058219274,0.504343691,0.223230407,0.183326604,0.293397931,0.114539716,0.203524116,0.138182542
9130019P16Rik,0,0,0,0,0,0.145322402,0.031817099,0,0.447025202,0,0,0.083736061,0.025748292,0.091248989,0.026925487,0.044224782,0,0,0.06750855,0.045834878
9130023H24Rik,5.456637508,6.685406939,7.457498985,9.308344826,5.733008847,7.850553702,4.747194228,7.051688652,5.050777962,7.26276241,4.980304469,6.366490276,9.273098715,3.390606023,8.127058668,5.802087839,5.007008997,7.210626528,12.50373333,6.20983895
9130204K15Rik,1.014669759,0.514411547,0.509412082,0.597390401,0.738042518,0.139030666,0.426154081,0.367156121,0.603771159,0.106620106,0,0.21362855,0.246335189,0.174596724,0.051519494,0.465410757,0.053203467,0,0.129171532,0
9130221H12Rik,0.155319348,0.26182023,0.230467244,0.534600451,0.250427844,0.909803415,0.283297692,0.7932508,0.497535961,0.775235334,0.191737574,0.528120057,0.286576708,0.778622787,0.419550327,0.369164073,0.433263805,0.169142002,0.250455166,1.045784999
9130230L23Rik,0.511499386,0.769847556,0.135531655,0.550172528,0.883619712,0.915497802,1.166198848,0.627966892,1.325249997,0,0.112755766,1.662480899,0.353909089,0,0,0.101311266,0.254790917,0,0.206200427,0.314999147
9130230N09Rik,0.581713373,0.517701877,1.099058184,0.261159741,0.524303476,0.839519685,1.239787244,0.670697355,0.64337618,0.934159281,1.471901615,1.365850477,0.606652366,1.460833776,1.073579878,0.681291146,0.881897429,1.124661824,0.774888559,1.786004961
9130401M01Rik,10.12046013,12.55052347,11.30451854,10.11647677,15.63366586,25.7558842,13.88600574,14.99912572,7.308256111,5.323588227,6.679553525,7.030236951,8.777458308,10.10459562,6.197123155,5.281400331,5.977062567,6.819462315,6.93819612,11.24592606
9130409J20Rik,0.079738892,0,0,0,0,0,0,0,0.150251976,0,0,0.039872034,0.404592865,0,0,0,0,0.144725431,0.096435269,0
9130604C24Rik,0.607556481,0.121922824,0.32196768,0.348529201,0.758014973,0.065904475,0,0.049726401,0.333905408,0.454868558,0.2678615,0.253164964,0.794035042,0.882813802,0.830337797,0.601685142,0.706158625,0.689193753,0.938874812,0.291009019
9230104M06Rik,0.211187246,0.12714149,0.223832581,0,0,0.274901544,0.120374692,0,0.895365184,0.052704257,0.372435712,0.211200953,0.243535926,0.230150227,0.101868091,0.125487818,0.052598882,0.095825778,0.127703674,0.086704311
9230110C19Rik,2.048213913,2.213239207,0.723618519,0,3.689517374,1.57234568,0.838177959,0.103162609,0.197920463,0,0.463088865,0.052521714,0.290701512,0.515106386,0.810645846,0.374477587,0.156964261,0.238300729,0.423433432,0.301864292
9230111E07Rik,0.85798512,0.093915371,0.578683003,0.201350215,0.359315608,0.812244069,1.333754278,0.995891534,0.881837003,0.31144765,0.137553201,0.780037097,0.647612042,0.7650209,0.30098686,0.123591807,0.155412478,0.495484156,0.314435459,0.896639989
9230112E08Rik,6.019888952,13.38153626,6.871139707,10.75852326,4.799728337,10.54854761,6.862557174,6.367292203,24.43167014,10.63190189,12.65786489,16.20844525,11.53437927,11.10226344,15.63556742,6.603744298,10.14931259,6.723722355,8.213764533,24.33481781
9230114K14Rik,9.965589485,12.97211728,6.70848954,6.141732748,11.78728775,7.187280942,8.443674026,9.390987003,2.410709481,2.150944738,2.493699983,4.309723801,4.099874369,2.494961882,4.027480457,3.734323467,4.024957957,4.399653106,4.017421853,4.091438194
9230116N13Rik,2.32441902,0.932916495,2.031388729,1.508869889,2.019468301,1.167808782,1.394627791,1.321706793,1.575228001,1.913266289,1.330438865,2.691607234,2.069129107,3.421952761,0.708129267,1.550791522,1.665682572,2.146407711,2.926200038,2.946627478
9330020H09Rik,0.208658058,0.167491784,0.589738538,0.119698215,0.24030576,0.633755056,0.317154876,0.341558838,0.131058111,0.416584544,0.735950808,0.208671601,0.256660616,0.075797979,0.201296227,0.330626586,0.207875823,0.315593879,0.280387308,0.628216861
9330104G04Rik,0.052617434,0,0,0.045276561,0.060598055,0,0,0,0.545308606,0,0.09279259,0.157862547,0,0.172026217,0.15228299,0.083374315,0.052420177,0.095500209,0.084846533,0
9330136K24Rik,4.579108084,3.092961256,4.261427992,4.324673481,4.24463155,4.724870284,7.25720497,5.48464673,6.839595156,5.128529597,3.348340293,4.579405286,4.121377207,3.407993747,6.249215567,3.981824988,3.560539731,3.547396585,5.582942661,7.061399143
9330151L19Rik,1.685622976,1.609681254,1.04729006,0.700219582,1.204935971,2.421151211,2.252884138,2.911482861,2.40954545,3.075220851,2.870146769,2.208890704,4.55792008,4.180710546,2.691560563,2.809085096,2.200467007,1.898932846,2.624369076,2.959082894
9330159M07Rik,0.785879469,0.681299461,0.099952303,0.054099058,0.615451559,0.40919039,0.179177484,0.277868976,0.236933202,0.062760143,0,0.125748876,0.20300153,0.034257815,0.060652179,0.024905115,0.031317332,0.142636476,0.050689776,0.077435514
9330160F10Rik,0.104670905,0.194774375,0.231961946,0.25382755,0.065752696,0.179601841,0.314578318,0.12149496,1.990243746,1.025876412,1.023638842,1.19903545,1.299212957,0.974776084,0.835362852,0.934819134,0.947986411,0.880801661,0.982014051,1.195439826
9330175E14Rik,20.98178062,16.63498295,20.18536526,42.88644551,10.26046604,5.672470484,10.00910822,15.85187383,30.16898221,31.25638273,42.0115763,42.54735648,35.19911931,24.62468849,36.18558414,27.41551362,31.57979403,45.58093601,40.33992845,27.51245443
9330179D12Rik,1.010723493,0.463609854,0.204046276,0.289904447,1.274881802,0.908428099,0.548669175,0.661793837,0.317417676,0.048045317,0.127317457,0,0.710425242,0.052451364,0.27858953,0.343184916,0.479492574,0.393097459,0.737294691,1.146077697
9330182L06Rik,0,0,0.038094251,0,0,0.070178579,0,0,0.440217367,0,0.03169257,0.143777854,0.033158063,0.078338912,0,0.028475833,0,0.228321348,0.115914629,0.059025111
9330198N18Rik,0.025041966,0.120608528,0.053082826,0,0,0.032597021,0,0.049190364,0.070779856,0.199984531,0.022081169,0.425741052,0.161715556,0,0.241584405,0.079359885,0.224532779,0.136352886,0.121141825,0.349558881
9430015G10Rik,2.378958742,2.019180468,3.513432517,3.657862233,2.605038155,3.8327767,2.134006845,2.566335875,3.306888761,3.581647978,2.613510814,1.911090887,1.115331851,3.867605662,3.988075897,4.016733731,3.924165082,2.017328351,2.484040123,4.643314228
9430016H08Rik,78.55818886,81.9619096,71.94487458,77.27854292,84.43443673,151.6508845,88.14193909,76.40750644,48.59387333,57.19745683,47.49701672,53.10649416,56.81749786,56.83230846,54.08066848,55.29017285,50.14954456,64.28323524,58.80308699,51.43190584
9430018G01Rik,0,0,0,0,0,0,0,0.173616718,0.999266153,0,0,0.265173042,0.407694892,0,0.170533773,0,0,0,0,0.145148624
9430020K01Rik,0.142409791,0.085735258,0.132069799,0.091906215,0.266515354,0.243303665,0.284102721,0.332188872,0.301885579,0,0.015696524,0.142419034,0.049267038,0,0.017173165,0.014103356,0.035468978,0,0.028704785,0.029233637
9430034N14Rik,2.102316481,1.012529516,0.222819764,2.89442199,0.484236041,1.094630582,1.437960118,3.923135543,4.357533928,0.209863104,0.741500964,1.892207636,1.163682976,2.291088233,1.622514387,1.332479996,1.884991623,2.28941225,3.72902432,2.244111569
9430037G07Rik,0.104563828,0.188852326,0.055412417,0.044987851,0.180634937,0.034027573,0.298001862,0,0.492573995,0,0,0,0,0,0.050437314,0.041421335,0,0,0,0.042929366
9430037O13Rik,1.744590297,2.985061078,2.724918382,2.13327767,5.07586554,5.07970244,3.349556638,2.615287674,0.778578421,0.183319154,0,0.091826501,0.508248889,0,0.177161897,0.363732805,0.274428952,0.416633817,0.518217807,0.376975264
9430038I01Rik,81.50148819,83.38673061,88.08139866,93.21510996,81.605423,55.70206909,70.13966345,81.19296611,53.43469488,59.52714251,69.16551909,81.21516157,68.86666114,101.8486978,62.02871651,60.64369437,71.75455906,74.22688811,72.5292748,69.79515615
9430060I03Rik,1.491113212,1.880890922,1.50514013,3.054956984,2.371473858,0.739419333,2.104564146,2.301372297,2.876602018,2.906117549,4.507933016,5.609789967,4.061330651,4.952392048,4.178511802,2.644002111,4.385830398,4.252848583,2.690689734,5.538828605
9430062P05Rik,0,0,0,0,0.201663628,0,0,0,0.907363378,0,0.07720087,0,0,0.667898272,0.168926985,0,0,0.158907069,0.635309734,0.215671526
9430065F17Rik,4.640390545,1.862442547,6.375502626,2.218328197,4.948343025,2.572753042,4.89810706,2.531999674,7.772343892,5.146950842,9.850488306,8.593873563,1.426982392,9.552227672,4.80827437,3.948765857,4.965438269,6.238718955,3.602786752,8.467301357
9430091E24Rik,1.330630861,1.602164843,1.322161429,1.467017321,0.814114621,1.488503288,1.279878882,1.225209866,2.781544188,3.237726893,2.053285189,2.703019361,2.646927461,3.489330113,3.088864184,1.680159088,3.272679866,4.150925701,3.252024342,4.267962784
9530053A07Rik,0,0,0,0,0,0.164224311,0,0,0.998452124,0,0.133494335,0.353276033,0.325890218,0.109992143,0.14605273,0.079963273,0.100551086,0.137389602,0.04068763,0.248623512
